Region,County,State,party,vote.count
22103,St Tammany,Louisiana,Others,5760
22103,St Tammany,Louisiana,Republican,90915
20185,Stafford,Kansas,Democrats,303
20185,Stafford,Kansas,Others,96
20185,Stafford,Kansas,Republican,1485
51179,Stafford,Virginia,Democrats,27908
51179,Stafford,Virginia,Others,4158
51179,Stafford,Virginia,Republican,33868
6099,Stanislaus,California,Democrats,77325
6099,Stanislaus,California,Others,13410
6099,Stanislaus,California,Republican,75269
46117,Stanley,South Dakota,Democrats,329
46117,Stanley,South Dakota,Others,90
46117,Stanley,South Dakota,Republican,1148
37167,Stanly,North Carolina,Democrats,7094
37167,Stanly,North Carolina,Others,859
37167,Stanly,North Carolina,Republican,21964
20187,Stanton,Kansas,Democrats,132
20187,Stanton,Kansas,Others,30
20187,Stanton,Kansas,Republican,580
31167,Stanton,Nebraska,Democrats,417
31167,Stanton,Nebraska,Others,158
31167,Stanton,Nebraska,Republican,2173
38089,Stark,North Dakota,Democrats,1753
38089,Stark,North Dakota,Others,814
38089,Stark,North Dakota,Republican,9755
39151,Stark,Ohio,Democrats,68146
39151,Stark,Ohio,Others,9631
39151,Stark,Ohio,Republican,98388
18149,Starke,Indiana,Democrats,2489
18149,Starke,Indiana,Others,370
18149,Starke,Indiana,Republican,6367
48427,Starr,Texas,Democrats,9289
48427,Starr,Texas,Others,227
48427,Starr,Texas,Republican,2224
51790,Staunton,Virginia,Democrats,5333
51790,Staunton,Virginia,Others,789
51790,Staunton,Virginia,Republican,5133
29186,Ste Genevieve,Missouri,Democrats,2540
29186,Ste Genevieve,Missouri,Others,429
29186,Ste Genevieve,Missouri,Republican,5495
27145,Stearns,Minnesota,Democrats,25576
27145,Stearns,Minnesota,Others,6399
27145,Stearns,Minnesota,Republican,47617
27147,Steele,Minnesota,Democrats,6241
27147,Steele,Minnesota,Others,1740
27147,Steele,Minnesota,Republican,11198
38091,Steele,North Dakota,Democrats,361
38091,Steele,North Dakota,Others,100
38091,Steele,North Dakota,Republican,538
13257,Stephens,Georgia,Democrats,1837
13257,Stephens,Georgia,Others,292
13257,Stephens,Georgia,Republican,7686
40137,Stephens,Oklahoma,Democrats,3086
40137,Stephens,Oklahoma,Others,636
40137,Stephens,Oklahoma,Republican,14182
48429,Stephens,Texas,Democrats,348
48429,Stephens,Texas,Others,79
48429,Stephens,Texas,Republican,3034
17177,Stephenson,Illinois,Democrats,7531
17177,Stephenson,Illinois,Others,1453
17177,Stephenson,Illinois,Republican,10845
48431,Sterling,Texas,Democrats,70
48431,Sterling,Texas,Others,14
48431,Sterling,Texas,Republican,549
18151,Steuben,Indiana,Democrats,3744
18151,Steuben,Indiana,Others,689
18151,Steuben,Indiana,Republican,10133
36101,Steuben,New York,Democrats,11215
36101,Steuben,New York,Others,2423
36101,Steuben,New York,Republican,25091
20189,Stevens,Kansas,Democrats,215
20189,Stevens,Kansas,Others,74
20189,Stevens,Kansas,Republican,1564
27149,Stevens,Minnesota,Democrats,2116
27149,Stevens,Minnesota,Others,483
27149,Stevens,Minnesota,Republican,2799
53065,Stevens,Washington,Democrats,5767
53065,Stevens,Washington,Others,2167
53065,Stevens,Washington,Republican,15161
13259,Stewart,Georgia,Democrats,1222
13259,Stewart,Georgia,Others,31
13259,Stewart,Georgia,Republican,805
47161,Stewart,Tennessee,Democrats,1222
47161,Stewart,Tennessee,Others,197
47161,Stewart,Tennessee,Republican,3864
30095,Stillwater,Montana,Democrats,908
30095,Stillwater,Montana,Others,297
30095,Stillwater,Montana,Republican,3661
29207,Stoddard,Missouri,Democrats,1873
29207,Stoddard,Missouri,Others,335
29207,Stoddard,Missouri,Republican,11077
37169,Stokes,North Carolina,Democrats,4665
37169,Stokes,North Carolina,Others,769
37169,Stokes,North Carolina,Republican,17116
5137,Stone,Arkansas,Democrats,1203
5137,Stone,Arkansas,Others,261
5137,Stone,Arkansas,Republican,4113
28131,Stone,Mississippi,Democrats,1573
28131,Stone,Mississippi,Others,166
28131,Stone,Mississippi,Republican,5306
29209,Stone,Missouri,Democrats,2886
29209,Stone,Missouri,Others,503
29209,Stone,Missouri,Republican,13149
48433,Stonewall,Texas,Democrats,135
48433,Stonewall,Texas,Others,11
48433,Stonewall,Texas,Republican,555
32029,Storey,Nevada,Democrats,752
32029,Storey,Nevada,Others,190
32029,Storey,Nevada,Republican,1616
19169,Story,Iowa,Democrats,25709
19169,Story,Iowa,Others,5500
19169,Story,Iowa,Republican,19458
33017,Strafford,New Hampshire,Democrats,34894
33017,Strafford,New Hampshire,Others,5034
33017,Strafford,New Hampshire,Republican,29072
38093,Stutsman,North Dakota,Democrats,2498
38093,Stutsman,North Dakota,Others,939
38093,Stutsman,North Dakota,Republican,6718
56035,Sublette,Wyoming,Democrats,644
56035,Sublette,Wyoming,Others,337
56035,Sublette,Wyoming,Republican,3409
25025,Suffolk,Massachusetts,Democrats,241212
25025,Suffolk,Massachusetts,Others,12263
25025,Suffolk,Massachusetts,Republican,50042
36103,Suffolk,New York,Democrats,276953
36103,Suffolk,New York,Others,24607
36103,Suffolk,New York,Republican,328403
51800,Suffolk,Virginia,Democrats,23280
51800,Suffolk,Virginia,Others,1954
51800,Suffolk,Virginia,Republican,18006
18153,Sullivan,Indiana,Democrats,2113
18153,Sullivan,Indiana,Others,308
18153,Sullivan,Indiana,Republican,6138
29211,Sullivan,Missouri,Democrats,526
29211,Sullivan,Missouri,Others,74
29211,Sullivan,Missouri,Republican,1884
33019,Sullivan,New Hampshire,Democrats,10210
33019,Sullivan,New Hampshire,Others,1677
33019,Sullivan,New Hampshire,Republican,10796
36105,Sullivan,New York,Democrats,10939
36105,Sullivan,New York,Others,1342
36105,Sullivan,New York,Republican,14581
42113,Sullivan,Pennsylvania,Democrats,750
42113,Sullivan,Pennsylvania,Others,95
42113,Sullivan,Pennsylvania,Republican,2291
47163,Sullivan,Tennessee,Democrats,12566
47163,Sullivan,Tennessee,Others,2479
47163,Sullivan,Tennessee,Republican,46919
46119,Sully,South Dakota,Democrats,137
46119,Sully,South Dakota,Others,45
46119,Sully,South Dakota,Republican,679
54089,Summers,West Virginia,Democrats,1190
54089,Summers,West Virginia,Others,248
54089,Summers,West Virginia,Republican,3455
8117,Summit,Colorado,Democrats,9557
8117,Summit,Colorado,Others,1517
8117,Summit,Colorado,Republican,5100
39153,Summit,Ohio,Democrats,134256
39153,Summit,Ohio,Others,14064
39153,Summit,Ohio,Republican,112026
49043,Summit,Utah,Democrats,10503
49043,Summit,Utah,Others,3049
49043,Summit,Utah,Republican,7333
20191,Sumner,Kansas,Democrats,2039
20191,Sumner,Kansas,Others,611
20191,Sumner,Kansas,Republican,6844
47165,Sumner,Tennessee,Democrats,18153
47165,Sumner,Tennessee,Others,2822
47165,Sumner,Tennessee,Republican,50105
1119,Sumter,Alabama,Democrats,4746
1119,Sumter,Alabama,Others,84
1119,Sumter,Alabama,Republican,1581
12119,Sumter,Florida,Democrats,22638
12119,Sumter,Florida,Others,1870
12119,Sumter,Florida,Republican,52730
13261,Sumter,Georgia,Democrats,5520
13261,Sumter,Georgia,Others,178
13261,Sumter,Georgia,Republican,5276
45085,Sumter,South Carolina,Democrats,24047
45085,Sumter,South Carolina,Others,1294
45085,Sumter,South Carolina,Republican,18745
28133,Sunflower,Mississippi,Democrats,6725
28133,Sunflower,Mississippi,Others,79
28133,Sunflower,Mississippi,Republican,2794
37171,Surry,North Carolina,Democrats,7488
37171,Surry,North Carolina,Others,1037
37171,Surry,North Carolina,Republican,23671
51181,Surry,Virginia,Democrats,2272
51181,Surry,Virginia,Others,137
51181,Surry,Virginia,Republican,1819
42115,Susquehanna,Pennsylvania,Democrats,5123
42115,Susquehanna,Pennsylvania,Others,1029
42115,Susquehanna,Pennsylvania,Republican,12891
10005,Sussex,Delaware,Democrats,39333
10005,Sussex,Delaware,Others,3879
10005,Sussex,Delaware,Republican,62611
34037,Sussex,New Jersey,Democrats,24212
34037,Sussex,New Jersey,Others,4288
34037,Sussex,New Jersey,Republican,46658
51183,Sussex,Virginia,Democrats,2879
51183,Sussex,Virginia,Others,110
51183,Sussex,Virginia,Republican,2055
6101,Sutter,California,Democrats,11831
6101,Sutter,California,Others,2324
6101,Sutter,California,Republican,16780
48435,Sutton,Texas,Democrats,313
48435,Sutton,Texas,Others,28
48435,Sutton,Texas,Republican,1075
12121,Suwannee,Florida,Democrats,3964
12121,Suwannee,Florida,Others,536
12121,Suwannee,Florida,Republican,14287
37173,Swain,North Carolina,Democrats,2196
37173,Swain,North Carolina,Others,361
37173,Swain,North Carolina,Republican,3566
30097,Sweet Grass,Montana,Democrats,402
30097,Sweet Grass,Montana,Others,103
30097,Sweet Grass,Montana,Republican,1595
56037,Sweetwater,Wyoming,Democrats,3231
56037,Sweetwater,Wyoming,Others,1745
56037,Sweetwater,Wyoming,Republican,12154
27151,Swift,Minnesota,Democrats,1686
27151,Swift,Minnesota,Others,345
27151,Swift,Minnesota,Republican,2963
48437,Swisher,Texas,Democrats,462
48437,Swisher,Texas,Others,71
48437,Swisher,Texas,Republican,1671
18155,Switzerland,Indiana,Democrats,930
18155,Switzerland,Indiana,Others,161
18155,Switzerland,Indiana,Republican,2558
13263,Talbot,Georgia,Democrats,2002
13263,Talbot,Georgia,Others,48
13263,Talbot,Georgia,Republican,1196
24041,Talbot,Maryland,Democrats,8653
24041,Talbot,Maryland,Others,1173
24041,Talbot,Maryland,Republican,10724
13265,Taliaferro,Georgia,Democrats,545
13265,Taliaferro,Georgia,Others,3
13265,Taliaferro,Georgia,Republican,349
1121,Talladega,Alabama,Democrats,12121
1121,Talladega,Alabama,Others,672
1121,Talladega,Alabama,Republican,20614
28135,Tallahatchie,Mississippi,Democrats,3337
28135,Tallahatchie,Mississippi,Others,71
28135,Tallahatchie,Mississippi,Republican,2462
1123,Tallapoosa,Alabama,Democrats,5519
1123,Tallapoosa,Alabama,Others,373
1123,Tallapoosa,Alabama,Republican,13594
19171,Tama,Iowa,Democrats,3196
19171,Tama,Iowa,Others,585
19171,Tama,Iowa,Republican,4971
29213,Taney,Missouri,Democrats,4367
29213,Taney,Missouri,Others,792
29213,Taney,Missouri,Republican,18240
22105,Tangipahoa,Louisiana,Democrats,16878
22105,Tangipahoa,Louisiana,Others,1579
22105,Tangipahoa,Louisiana,Republican,33959
35055,Taos,New Mexico,Democrats,10668
35055,Taos,New Mexico,Others,1865
35055,Taos,New Mexico,Republican,2727
48439,Tarrant,Texas,Democrats,288392
48439,Tarrant,Texas,Others,34201
48439,Tarrant,Texas,Republican,345921
28137,Tate,Mississippi,Democrats,3926
28137,Tate,Mississippi,Others,206
28137,Tate,Mississippi,Republican,7495
13267,Tattnall,Georgia,Democrats,1681
13267,Tattnall,Georgia,Others,126
13267,Tattnall,Georgia,Republican,5096
12123,Taylor,Florida,Democrats,2152
12123,Taylor,Florida,Others,208
12123,Taylor,Florida,Republican,6930
13269,Taylor,Georgia,Democrats,1296
13269,Taylor,Georgia,Others,48
13269,Taylor,Georgia,Republican,2064
19173,Taylor,Iowa,Democrats,758
19173,Taylor,Iowa,Others,160
19173,Taylor,Iowa,Republican,2111
21217,Taylor,Kentucky,Democrats,2553
21217,Taylor,Kentucky,Others,433
21217,Taylor,Kentucky,Republican,8320
48441,Taylor,Texas,Democrats,10085
48441,Taylor,Texas,Others,2424
48441,Taylor,Texas,Republican,33250
54091,Taylor,West Virginia,Democrats,1491
54091,Taylor,West Virginia,Others,369
54091,Taylor,West Virginia,Republican,4733
55119,Taylor,Wisconsin,Democrats,2398
55119,Taylor,Wisconsin,Others,497
55119,Taylor,Wisconsin,Republican,6589
17179,Tazewell,Illinois,Democrats,20568
17179,Tazewell,Illinois,Others,4159
17179,Tazewell,Illinois,Republican,38620
51185,Tazewell,Virginia,Democrats,2895
51185,Tazewell,Virginia,Others,503
51185,Tazewell,Virginia,Republican,15168
6103,Tehama,California,Democrats,6809
6103,Tehama,California,Others,1605
6103,Tehama,California,Republican,15494
13271,Telfair,Georgia,Democrats,1313
13271,Telfair,Georgia,Others,33
13271,Telfair,Georgia,Republican,2450
8119,Teller,Colorado,Democrats,3603
8119,Teller,Colorado,Others,1096
8119,Teller,Colorado,Republican,9745
22107,Tensas,Louisiana,Democrats,1332
22107,Tensas,Louisiana,Others,34
22107,Tensas,Louisiana,Republican,1182
22109,Terrebonne,Louisiana,Democrats,10665
22109,Terrebonne,Louisiana,Others,1329
22109,Terrebonne,Louisiana,Republican,31902
13273,Terrell,Georgia,Democrats,2267
13273,Terrell,Georgia,Others,48
13273,Terrell,Georgia,Republican,1874
48443,Terrell,Texas,Democrats,140
48443,Terrell,Texas,Others,10
48443,Terrell,Texas,Republican,288
48445,Terry,Texas,Democrats,753
48445,Terry,Texas,Others,143
48445,Terry,Texas,Republican,2459
16081,Teton,Idaho,Democrats,2159
16081,Teton,Idaho,Others,650
16081,Teton,Idaho,Republican,2167
30099,Teton,Montana,Democrats,808
30099,Teton,Montana,Others,201
30099,Teton,Montana,Republican,2170
56039,Teton,Wyoming,Democrats,7314
56039,Teton,Wyoming,Others,1392
56039,Teton,Wyoming,Republican,3921
29215,Texas,Missouri,Democrats,1728
29215,Texas,Missouri,Others,336
29215,Texas,Missouri,Republican,8875
40139,Texas,Oklahoma,Democrats,858
40139,Texas,Oklahoma,Others,301
40139,Texas,Oklahoma,Republican,4621
31169,Thayer,Nebraska,Democrats,499
31169,Thayer,Nebraska,Others,134
31169,Thayer,Nebraska,Republican,2051
13275,Thomas,Georgia,Democrats,7142
13275,Thomas,Georgia,Others,432
13275,Thomas,Georgia,Republican,11228
20193,Thomas,Kansas,Democrats,467
20193,Thomas,Kansas,Others,184
20193,Thomas,Kansas,Republican,2832
31171,Thomas,Nebraska,Democrats,30
31171,Thomas,Nebraska,Others,13
31171,Thomas,Nebraska,Republican,344
48447,Throckmorton,Texas,Democrats,84
48447,Throckmorton,Texas,Others,9
48447,Throckmorton,Texas,Republican,715
31173,Thurston,Nebraska,Democrats,911
31173,Thurston,Nebraska,Others,105
31173,Thurston,Nebraska,Republican,1013
53067,Thurston,Washington,Democrats,68798
53067,Thurston,Washington,Others,16120
53067,Thurston,Washington,Republican,48624
13277,Tift,Georgia,Democrats,4347
13277,Tift,Georgia,Others,288
13277,Tift,Georgia,Republican,9584
41057,Tillamook,Oregon,Democrats,5768
41057,Tillamook,Oregon,Others,1497
41057,Tillamook,Oregon,Republican,6538
40141,Tillman,Oklahoma,Democrats,657
40141,Tillman,Oklahoma,Others,105
40141,Tillman,Oklahoma,Republican,1944
36107,Tioga,New York,Democrats,6852
36107,Tioga,New York,Others,1425
36107,Tioga,New York,Republican,12528
42117,Tioga,Pennsylvania,Democrats,3901
42117,Tioga,Pennsylvania,Others,967
42117,Tioga,Pennsylvania,Republican,13614
28139,Tippah,Mississippi,Democrats,1842
28139,Tippah,Mississippi,Others,178
28139,Tippah,Mississippi,Republican,7240
18157,Tippecanoe,Indiana,Democrats,27282
18157,Tippecanoe,Indiana,Others,4461
18157,Tippecanoe,Indiana,Republican,30768
18159,Tipton,Indiana,Democrats,1587
18159,Tipton,Indiana,Others,334
18159,Tipton,Indiana,Republican,5589
47167,Tipton,Tennessee,Democrats,5779
47167,Tipton,Tennessee,Others,700
47167,Tipton,Tennessee,Republican,16893
28141,Tishomingo,Mississippi,Democrats,999
28141,Tishomingo,Mississippi,Others,206
28141,Tishomingo,Mississippi,Republican,7166
48449,Titus,Texas,Democrats,2597
48449,Titus,Texas,Others,311
48449,Titus,Texas,Republican,6511
21219,Todd,Kentucky,Democrats,1042
21219,Todd,Kentucky,Others,125
21219,Todd,Kentucky,Republican,3612
27153,Todd,Minnesota,Democrats,2783
27153,Todd,Minnesota,Others,725
27153,Todd,Minnesota,Republican,8485
46121,Todd,South Dakota,Democrats,1505
46121,Todd,South Dakota,Others,133
46121,Todd,South Dakota,Republican,487
9013,Tolland,Connecticut,Democrats,38506
9013,Tolland,Connecticut,Others,4724
9013,Tolland,Connecticut,Republican,34194
48451,Tom Green,Texas,Democrats,9173
48451,Tom Green,Texas,Others,1812
48451,Tom Green,Texas,Republican,27494
36109,Tompkins,New York,Democrats,25555
36109,Tompkins,New York,Others,3128
36109,Tompkins,New York,Republican,9647
49045,Tooele,Utah,Democrats,4573
49045,Tooele,Utah,Others,6220
49045,Tooele,Utah,Republican,11169
30101,Toole,Montana,Democrats,402
30101,Toole,Montana,Others,131
30101,Toole,Montana,Republican,1497
13279,Toombs,Georgia,Democrats,2338
13279,Toombs,Georgia,Others,185
13279,Toombs,Georgia,Republican,6615
35057,Torrance,New Mexico,Democrats,1785
35057,Torrance,New Mexico,Others,825
35057,Torrance,New Mexico,Republican,3714
38095,Towner,North Dakota,Democrats,305
38095,Towner,North Dakota,Others,119
38095,Towner,North Dakota,Republican,733
13281,Towns,Georgia,Democrats,1210
13281,Towns,Georgia,Others,171
13281,Towns,Georgia,Republican,5383
38097,Traill,North Dakota,Democrats,1241
38097,Traill,North Dakota,Others,427
38097,Traill,North Dakota,Republican,2265
37175,Transylvania,North Carolina,Democrats,6558
37175,Transylvania,North Carolina,Others,791
37175,Transylvania,North Carolina,Republican,10520
27155,Traverse,Minnesota,Democrats,630
27155,Traverse,Minnesota,Others,119
27155,Traverse,Minnesota,Republican,1049
48453,Travis,Texas,Democrats,308260
48453,Travis,Texas,Others,33251
48453,Travis,Texas,Republican,127209
30103,Treasure,Montana,Democrats,59
30103,Treasure,Montana,Others,33
30103,Treasure,Montana,Republican,351
20195,Trego,Kansas,Democrats,193
20195,Trego,Kansas,Others,55
20195,Trego,Kansas,Republican,1211
55121,Trempealeau,Wisconsin,Democrats,5636
55121,Trempealeau,Wisconsin,Others,675
55121,Trempealeau,Wisconsin,Republican,7364
13283,Treutlen,Georgia,Democrats,862
13283,Treutlen,Georgia,Others,32
13283,Treutlen,Georgia,Republican,1809
21221,Trigg,Kentucky,Democrats,1587
21221,Trigg,Kentucky,Others,233
21221,Trigg,Kentucky,Republican,4931
21223,Trimble,Kentucky,Democrats,879
21223,Trimble,Kentucky,Others,148
21223,Trimble,Kentucky,Republican,2771
6105,Trinity,California,Democrats,1876
6105,Trinity,California,Others,627
6105,Trinity,California,Republican,2409
48455,Trinity,Texas,Democrats,1154
48455,Trinity,Texas,Others,94
48455,Trinity,Texas,Republican,4737
46123,Tripp,South Dakota,Democrats,462
46123,Tripp,South Dakota,Others,99
46123,Tripp,South Dakota,Republican,2069
13285,Troup,Georgia,Democrats,9713
13285,Troup,Georgia,Others,648
13285,Troup,Georgia,Republican,15750
47169,Trousdale,Tennessee,Democrats,943
47169,Trousdale,Tennessee,Others,100
47169,Trousdale,Tennessee,Republican,2099
